SI,DateAndTime,SolarPower,DayGenneration,TotalGenneration,CUF,,
6444,26-01-2024 11:40,54.95,124.4,16106.6,6.48,,
6445,26-01-2024 11:45,56.03,129,16111.2,6.72,,
6446,26-01-2024 11:50,56.27,133.7,16115.9,6.96,,
6447,26-01-2024 11:55,57.99,138.5,16120.7,7.21,,
6448,26-01-2024 12:00,58.68,143.4,16125.6,7.47,,
6449,26-01-2024 12:05,56.11,148.1,16130.3,7.71,,
6450,26-01-2024 12:10,57.39,153,16135.2,7.97,,
6451,26-01-2024 12:15,56.93,157.7,16139.9,8.21,,
6452,26-01-2024 12:20,58.91,162.5,16144.7,8.46,,
6453,26-01-2024 12:25,57.34,167.6,16149.8,8.73,,
6454,26-01-2024 12:30,58.6,172.4,16154.6,8.98,,
6455,26-01-2024 12:35,58.39,177.5,16159.7,9.24,,
6456,26-01-2024 12:40,56.11,182.2,16164.4,9.49,,
6457,26-01-2024 12:45,58.52,187,16169.2,9.74,,
6458,26-01-2024 12:50,58.02,191.9,16174.1,9.99,,
6459,26-01-2024 12:55,58.45,196.7,16178.9,10.24,,
6460,26-01-2024 13:00,58.84,201.7,16183.9,10.51,,
6461,26-01-2024 13:05,58.35,206.5,16188.7,10.76,,
6462,26-01-2024 13:10,57.85,211.5,16193.7,11.02,,
6463,26-01-2024 13:15,58.16,216.3,16198.5,11.27,,
6464,26-01-2024 13:20,54.55,221.3,16203.5,11.53,,
6465,26-01-2024 13:25,30.31,224.7,16206.9,11.7,,
6466,26-01-2024 13:30,27.49,226.7,16208.9,11.81,,
6467,26-01-2024 13:35,38.84,229.3,16211.5,11.94,,
6468,26-01-2024 13:40,60.42,233.5,16215.7,12.16,,
6469,26-01-2024 13:45,58.28,238.6,16220.8,12.43,,
6470,26-01-2024 13:50,55.62,243.4,16225.6,12.68,,
6471,26-01-2024 13:55,54.4,248,16230.2,12.92,,
6472,26-01-2024 14:00,52.68,252.6,16234.8,13.16,,
6473,26-01-2024 14:05,52.4,257,16239.2,13.39,,
6474,26-01-2024 14:10,51.54,261.3,16243.5,13.61,,
6475,26-01-2024 14:15,49.4,265.6,16247.8,13.83,,
6476,26-01-2024 14:20,48.62,269.7,16251.9,14.05,,
6477,26-01-2024 14:25,46.68,273.8,16256,14.26,,
6478,26-01-2024 14:30,47.96,277.7,16259.9,14.46,,
6479,26-01-2024 14:35,45.78,281.5,16263.7,14.66,,
6480,26-01-2024 14:40,46.88,285.5,16267.7,14.87,,
6481,26-01-2024 14:45,43.28,289.4,16271.6,15.07,,
6482,26-01-2024 14:50,42.96,292.9,16275.1,15.26,,
6483,26-01-2024 14:55,43.39,296.7,16278.9,15.45,,
6484,26-01-2024 15:00,38.8,300,16282.2,15.63,,
6485,26-01-2024 15:05,40.15,303.4,16285.6,15.8,,
6486,26-01-2024 15:10,40.4,306.7,16288.9,15.97,,
6487,26-01-2024 15:15,36.88,310,16292.2,16.15,,
6488,26-01-2024 15:20,36.25,313,16295.2,16.3,,
6489,26-01-2024 15:25,34.63,315.9,16298.1,16.45,,
6490,26-01-2024 15:30,32.09,318.8,16301,16.6,,
6491,26-01-2024 15:35,30.81,321.5,16303.7,16.74,,
6492,26-01-2024 15:40,31.16,324,16306.2,16.88,,
6493,26-01-2024 15:45,31.26,326.7,16308.9,17.02,,
6494,26-01-2024 15:50,29.85,329.2,16311.4,17.15,,
6495,26-01-2024 15:55,27.89,331.6,16313.8,17.27,,
6496,26-01-2024 16:00,27.88,334,16316.2,17.4,,
6497,26-01-2024 16:05,25.52,336.2,16318.4,17.51,,
6498,26-01-2024 16:10,24.56,338.3,16320.5,17.62,,
6499,26-01-2024 16:15,22.01,340.3,16322.5,17.72,,
6500,26-01-2024 16:20,21.9,342.1,16324.3,17.82,,
6501,26-01-2024 16:25,21.22,343.8,16326,17.91,,
6502,26-01-2024 16:30,19.83,345.5,16327.7,17.99,,
6503,26-01-2024 16:35,17.62,347.3,16329.5,18.09,,
6504,26-01-2024 16:40,16.71,348.7,16330.9,18.16,,
6505,26-01-2024 16:45,15.54,350.1,16332.3,18.23,,
6506,26-01-2024 16:50,14.41,351.3,16333.5,18.3,,
6507,26-01-2024 16:55,12.57,352.4,16334.6,18.35,,
6508,26-01-2024 17:00,10.9,353.4,16335.6,18.41,,
6509,26-01-2024 17:05,9.99,354.2,16336.4,18.45,,
6510,26-01-2024 17:10,8.85,355.1,16337.3,18.49,,
6511,26-01-2024 17:15,8.18,355.8,16338,18.53,,
6512,26-01-2024 17:20,7.07,356.4,16338.6,18.56,,
6513,26-01-2024 17:25,6.04,356.9,16339.1,18.59,,
6514,26-01-2024 17:30,5.47,357.5,16339.7,18.62,,
6515,26-01-2024 17:35,4.75,357.9,16340.1,18.64,,
6516,26-01-2024 17:40,4.17,358.2,16340.4,18.66,,
6517,26-01-2024 17:45,4.1,358.5,16340.7,18.67,,
6518,26-01-2024 17:50,3.2,358.9,16341.1,18.69,,
6519,26-01-2024 17:55,2.65,359.1,16341.3,18.7,,
6520,26-01-2024 18:00,2.18,359.3,16341.5,18.71,,
6521,26-01-2024 18:05,1.57,359.5,16341.7,18.72,,
6522,26-01-2024 18:10,0.92,359.6,16341.8,18.73,,
6523,26-01-2024 18:15,0.49,359.6,16341.8,18.73,,
6524,26-01-2024 18:20,0.2,359.6,16341.8,18.73,,
6525,26-01-2024 18:25,0.02,359.6,16341.8,18.73,,
6526,26-01-2024 18:30,0.02,359.6,16341.8,18.73,,
6527,26-01-2024 18:35,0.01,359.6,16341.8,18.73,,
6528,26-01-2024 18:40,0.01,359.6,16341.8,18.73,,
6529,26-01-2024 18:45,0.01,359.6,16341.8,18.73,,
6530,26-01-2024 18:50,0,359.6,16341.8,18.73,,
6531,26-01-2024 18:55,0,359.6,16341.8,18.73,,
6532,27-01-2024 06:00,0,0,16341.8,0,,
6533,27-01-2024 06:05,0,0,16341.8,0,,
6534,27-01-2024 06:10,0,0,16341.8,0,,
6535,27-01-2024 06:15,0,0,16341.8,0,,
6536,27-01-2024 06:20,0,0,16341.8,0,,
6537,27-01-2024 06:25,0,0,16341.8,0,,
6538,27-01-2024 06:30,0,0,16341.8,0,,
6539,27-01-2024 06:35,0,0,16341.8,0,,
6540,27-01-2024 06:40,0,0,16341.8,0,,
6541,27-01-2024 06:45,0,0,16341.8,0,,
6542,27-01-2024 06:50,0,0,16341.8,0,,
6543,27-01-2024 06:55,0,0,16341.8,0,,
6544,27-01-2024 07:00,0,0,16341.8,0,,
6545,27-01-2024 07:05,0,0,16341.8,0,,
6546,27-01-2024 07:10,0.1,0,16341.8,0,,
6547,27-01-2024 07:15,0.36,0,16341.8,0,,
6548,27-01-2024 07:20,0.83,0,16341.8,0,,
6549,27-01-2024 07:25,1.28,0.1,16341.9,0.01,,
6550,27-01-2024 07:30,1.95,0.2,16342,0.01,,
6551,27-01-2024 07:35,2.59,0.4,16342.2,0.02,,
6552,27-01-2024 07:40,3.28,0.5,16342.3,0.03,,
6553,27-01-2024 07:45,4.25,1,16342.8,0.05,,
6554,27-01-2024 07:50,4.86,1.4,16343.2,0.07,,
6555,27-01-2024 07:55,5.7,1.8,16343.6,0.09,,
6556,27-01-2024 08:00,6.49,2.3,16344.1,0.12,,
6557,27-01-2024 08:05,6.91,2.9,16344.7,0.15,,
6558,27-01-2024 08:10,7.58,3.4,16345.2,0.18,,
6559,27-01-2024 08:15,7.99,4.1,16345.9,0.21,,
6560,27-01-2024 08:20,8.84,4.8,16346.6,0.25,,
6561,27-01-2024 08:25,9.78,5.6,16347.4,0.29,,
6562,27-01-2024 08:30,11.7,6.4,16348.2,0.33,,
6563,27-01-2024 08:35,11.64,7.5,16349.3,0.39,,
6564,27-01-2024 08:40,13.55,8.6,16350.4,0.45,,
6565,27-01-2024 08:45,15.61,9.7,16351.5,0.51,,
6566,27-01-2024 08:50,15.58,11,16352.8,0.57,,
6567,27-01-2024 08:55,16.93,12.4,16354.2,0.65,,
6568,27-01-2024 09:00,18.03,13.8,16355.6,0.72,,
6569,27-01-2024 09:05,19.36,15.4,16357.2,0.8,,
6570,27-01-2024 09:10,20.63,17,16358.8,0.89,,
6571,27-01-2024 09:15,22.66,18.9,16360.7,0.98,,
6572,27-01-2024 09:20,25.08,20.9,16362.7,1.09,,
6573,27-01-2024 09:25,25.54,23.2,16365,1.21,,
6574,27-01-2024 09:30,26.16,25.3,16367.1,1.32,,
6575,27-01-2024 09:35,26.87,27.5,16369.3,1.43,,
6576,27-01-2024 09:40,27.96,29.8,16371.6,1.55,,
6577,27-01-2024 09:45,28.57,32.2,16374,1.68,,
6578,27-01-2024 09:50,30.34,34.7,16376.5,1.81,,
6579,27-01-2024 09:55,33.38,37.4,16379.2,1.95,,
6580,27-01-2024 10:00,28.9,40,16381.8,2.08,,
6581,27-01-2024 10:05,23.21,42.4,16384.2,2.21,,
6582,27-01-2024 10:10,31.73,45,16386.8,2.34,,
6583,27-01-2024 10:15,32.18,47.6,16389.4,2.48,,
6584,27-01-2024 10:20,37.91,50.6,16392.4,2.64,,
6585,27-01-2024 10:25,38.3,53.7,16395.5,2.8,,
6586,27-01-2024 10:30,39.84,56.9,16398.7,2.96,,
6587,27-01-2024 10:35,41.85,60.4,16402.2,3.15,,
6588,27-01-2024 10:40,42.95,64.2,16406,3.34,,
6589,27-01-2024 10:45,43.2,67.8,16409.6,3.53,,
6590,27-01-2024 10:50,44.87,71.4,16413.2,3.72,,
6591,27-01-2024 10:55,45.33,75.2,16417,3.92,,
6592,27-01-2024 11:00,45.31,78.9,16420.7,4.11,,
6593,27-01-2024 11:05,46.64,82.7,16424.5,4.31,,
6594,27-01-2024 11:10,46.51,86.6,16428.4,4.51,,
6595,27-01-2024 11:15,50.34,90.8,16432.6,4.73,,
6596,27-01-2024 11:20,49.93,95,16436.8,4.95,,
6597,27-01-2024 11:25,50.86,99.3,16441.1,5.17,,
6598,27-01-2024 11:30,52.46,103.8,16445.6,5.41,,
6599,27-01-2024 11:35,50.17,107.9,16449.7,5.62,,
6600,27-01-2024 11:40,52.21,112.3,16454.1,5.85,,
6601,27-01-2024 11:55,26.63,116.8,16458.6,6.08,,
6602,27-01-2024 12:00,54.45,120.7,16462.5,6.29,,
6603,27-01-2024 12:05,55.19,125.5,16467.3,6.54,,
6604,27-01-2024 12:10,55.73,130.1,16471.9,6.78,,
6605,27-01-2024 12:15,56.03,134.8,16476.6,7.02,,
6606,27-01-2024 12:20,56.83,139.6,16481.4,7.27,,
6607,27-01-2024 12:25,57.49,144.5,16486.3,7.53,,
6608,27-01-2024 12:30,56.73,149.2,16491,7.77,,
6609,27-01-2024 12:35,55.64,154,16495.8,8.02,,
6610,27-01-2024 12:40,56.81,158.7,16500.5,8.27,,
6611,27-01-2024 12:45,58.75,163.5,16505.3,8.52,,
6612,27-01-2024 12:50,58.05,168.6,16510.4,8.78,,
6613,27-01-2024 12:55,54.83,173.3,16515.1,9.03,,
6614,27-01-2024 13:00,56.12,177.7,16519.5,9.26,,
6615,27-01-2024 13:05,56.3,182.3,16524.1,9.49,,
6616,27-01-2024 13:10,55.71,187.3,16529.1,9.76,,
6617,27-01-2024 13:15,57.72,192,16533.8,10,,
6618,27-01-2024 13:20,54.67,196.4,16538.2,10.23,,
6619,27-01-2024 13:25,57.95,201.2,16543,10.48,,
6620,27-01-2024 13:30,57.89,206,16547.8,10.73,,
6621,27-01-2024 13:35,53.69,210.5,16552.3,10.96,,
6622,27-01-2024 13:40,53.72,215.2,16557,11.21,,
6623,27-01-2024 13:45,55.07,219.7,16561.5,11.44,,
6624,27-01-2024 13:50,52.07,224.1,16565.9,11.67,,
6625,27-01-2024 13:55,49.73,228.6,16570.4,11.91,,
6626,27-01-2024 14:00,51.87,232.6,16574.4,12.11,,
6627,27-01-2024 14:05,47.3,236.9,16578.7,12.34,,
6628,27-01-2024 14:10,50.52,241.1,16582.9,12.56,,
6629,27-01-2024 14:15,50.86,245.4,16587.2,12.78,,
6630,27-01-2024 14:20,52.21,249.5,16591.3,12.99,,
6631,27-01-2024 14:25,47.43,253.7,16595.5,13.21,,
6632,27-01-2024 14:30,47.94,257.8,16599.6,13.43,,
6633,27-01-2024 14:35,45.15,261.6,16603.4,13.63,,
6634,27-01-2024 14:40,45.83,265.5,16607.3,13.83,,
6635,27-01-2024 14:45,45.09,269.1,16610.9,14.02,,
6636,27-01-2024 14:50,39.66,273.1,16614.9,14.22,,
6637,27-01-2024 14:55,40.98,276.5,16618.3,14.4,,
6638,27-01-2024 15:00,39.88,279.9,16621.7,14.58,,
6639,27-01-2024 15:05,40,283.3,16625.1,14.76,,
6640,27-01-2024 15:10,40.46,286.6,16628.4,14.93,,
6641,27-01-2024 15:15,38.38,290,16631.8,15.1,,
6642,27-01-2024 15:20,36.9,293.1,16634.9,15.27,,
6643,27-01-2024 15:25,34.75,296,16637.8,15.42,,
6644,27-01-2024 15:30,35.63,299,16640.8,15.57,,
6645,27-01-2024 15:35,35.02,301.9,16643.7,15.72,,
6646,27-01-2024 15:40,34.72,305,16646.8,15.89,,
6647,27-01-2024 15:45,34.05,307.6,16649.4,16.02,,
6648,27-01-2024 15:50,33.52,310.6,16652.4,16.18,,
6649,27-01-2024 15:55,33.77,313.3,16655.1,16.32,,
6650,27-01-2024 16:00,30.25,316.1,16657.9,16.46,,
6651,27-01-2024 16:05,26.83,318.6,16660.4,16.59,,
6652,27-01-2024 16:10,27.05,320.8,16662.6,16.71,,
6653,27-01-2024 16:15,23.15,322.9,16664.7,16.82,,
6654,27-01-2024 16:20,22.5,324.8,16666.6,16.92,,
6655,27-01-2024 16:25,22.64,326.6,16668.4,17.01,,
6656,27-01-2024 16:30,20.46,328.4,16670.2,17.1,,
6657,27-01-2024 16:35,19.49,330.1,16671.9,17.19,,
6658,27-01-2024 16:40,17.77,331.7,16673.5,17.28,,
6659,27-01-2024 16:45,16.15,333.2,16675,17.35,,
6660,27-01-2024 16:50,14.61,334.5,16676.3,17.42,,
6661,27-01-2024 16:55,14.2,335.6,16677.4,17.48,,
6662,27-01-2024 17:00,12.76,336.8,16678.6,17.54,,
6663,27-01-2024 17:05,11.6,337.8,16679.6,17.59,,
6664,27-01-2024 17:10,9.93,338.6,16680.4,17.64,,
6665,27-01-2024 17:15,8.81,339.4,16681.2,17.68,,
6666,27-01-2024 17:20,6.97,340.1,16681.9,17.71,,
6667,27-01-2024 17:25,6.35,340.6,16682.4,17.74,,
6668,27-01-2024 17:30,5.76,341.1,16682.9,17.77,,
6669,27-01-2024 17:35,5.25,341.6,16683.4,17.79,,
6670,27-01-2024 17:40,4.67,342,16683.8,17.81,,
6671,27-01-2024 17:45,3.62,342.4,16684.2,17.83,,
6672,27-01-2024 17:50,2.82,342.6,16684.4,17.84,,
6673,27-01-2024 17:55,2.02,342.9,16684.7,17.86,,
6674,27-01-2024 18:00,1.63,343,16684.8,17.86,,
6675,27-01-2024 18:05,1.07,343.1,16684.9,17.87,,
6676,27-01-2024 18:10,0.68,343.1,16684.9,17.87,,
6677,27-01-2024 18:15,0.36,343.1,16684.9,17.87,,
6678,27-01-2024 18:20,0.2,343.2,16685,17.88,,
6679,27-01-2024 18:25,0.09,343.2,16685,17.88,,
6680,27-01-2024 18:30,0.01,343.2,16685,17.88,,
6681,27-01-2024 18:35,0,343.2,16685,17.88,,
6682,27-01-2024 18:40,0.01,343.2,16685,17.88,,
6683,27-01-2024 18:45,0,343.2,16685,17.88,,
6684,27-01-2024 18:50,0,343.2,16685,17.88,,
6685,27-01-2024 18:55,0,343.2,16685,17.88,,
6686,28-01-2024 06:00,0,0,16685,0,,
6687,28-01-2024 06:05,0,0,16685,0,,
6688,28-01-2024 06:10,0,0,16685,0,,
6689,28-01-2024 06:15,0,0,16685,0,,
6690,28-01-2024 06:20,0,0,16685,0,,
6691,28-01-2024 06:25,0,0,16685,0,,
6692,28-01-2024 06:30,0,0,16685,0,,
6693,28-01-2024 06:35,0,0,16685,0,,
6694,28-01-2024 06:40,0,0,16685,0,,
6695,28-01-2024 06:45,0,0,16685,0,,
6696,28-01-2024 06:50,0,0,16685,0,,
6697,28-01-2024 06:55,0,0,16685,0,,
6698,28-01-2024 07:00,0,0,16685,0,,
6699,28-01-2024 07:05,0,0,16685,0,,
6700,28-01-2024 07:10,0.08,0,16685,0,,
6701,28-01-2024 07:15,0.22,0,16685,0,,
6702,28-01-2024 07:20,0.41,0,16685,0,,
6703,28-01-2024 07:25,0.77,0,16685,0,,
6704,28-01-2024 07:30,1.12,0.1,16685.1,0.01,,
6705,28-01-2024 07:35,1.98,0.2,16685.2,0.01,,
6706,28-01-2024 07:40,2.67,0.4,16685.4,0.02,,
6707,28-01-2024 07:45,3.48,0.6,16685.6,0.03,,
6708,28-01-2024 07:50,4.25,0.9,16685.9,0.05,,
6709,28-01-2024 07:55,4.89,1.3,16686.3,0.07,,
6710,28-01-2024 08:00,5.71,1.7,16686.7,0.09,,
6711,28-01-2024 08:05,6.57,2.3,16687.3,0.12,,
6712,28-01-2024 08:10,7.49,2.7,16687.7,0.14,,
6713,28-01-2024 08:15,8.25,3.6,16688.6,0.19,,
6714,28-01-2024 08:20,9.36,4.2,16689.2,0.22,,
6715,28-01-2024 08:25,10.56,5.2,16690.2,0.27,,
6716,28-01-2024 08:30,11.65,6.1,16691.1,0.32,,
6717,28-01-2024 08:35,12.95,7,16692,0.36,,
6718,28-01-2024 08:40,14.03,8.2,16693.2,0.43,,
6719,28-01-2024 08:45,15.16,9.3,16694.3,0.48,,
6720,28-01-2024 08:50,16.43,10.8,16695.8,0.56,,
6721,28-01-2024 08:55,17.59,12.2,16697.2,0.64,,
6722,28-01-2024 09:00,19.16,13.6,16698.6,0.71,,
6723,28-01-2024 09:05,20.36,15.4,16700.4,0.8,,
6724,28-01-2024 09:10,21.98,17.1,16702.1,0.89,,
6725,28-01-2024 09:15,23.26,19.1,16704.1,0.99,,
6726,28-01-2024 09:20,24.82,21.1,16706.1,1.1,,
6727,28-01-2024 09:25,25.6,23.2,16708.2,1.21,,
6728,28-01-2024 09:30,27.14,25.4,16710.4,1.32,,
6729,28-01-2024 09:35,29.06,27.7,16712.7,1.44,,
6730,28-01-2024 09:40,30.36,30.2,16715.2,1.57,,
6731,28-01-2024 09:45,32.1,32.7,16717.7,1.7,,
6732,28-01-2024 09:50,33.45,35.5,16720.5,1.85,,
6733,28-01-2024 09:55,34.69,38.5,16723.5,2.01,,
6734,28-01-2024 10:00,35.34,41.3,16726.3,2.15,,
6735,28-01-2024 10:05,35.66,44.2,16729.2,2.3,,
6736,28-01-2024 10:10,36.62,47.3,16732.3,2.46,,
6737,28-01-2024 10:15,38.67,50.6,16735.6,2.64,,
6738,28-01-2024 10:20,39.75,54,16739,2.81,,
6739,28-01-2024 10:25,40.76,57.3,16742.3,2.98,,
6740,28-01-2024 10:30,41.35,60.7,16745.7,3.16,,
6741,28-01-2024 10:35,42.33,64.2,16749.2,3.34,,
6742,28-01-2024 10:40,43.58,67.8,16752.8,3.53,,
6743,28-01-2024 10:45,44.81,71.6,16756.6,3.73,,
6744,28-01-2024 10:50,45.19,75.2,16760.2,3.92,,
6745,28-01-2024 10:55,45.62,79,16764,4.11,,
6746,28-01-2024 11:00,46.87,82.9,16767.9,4.32,,
6747,28-01-2024 11:05,47.67,86.9,16771.9,4.53,,
6748,28-01-2024 11:10,49.55,90.9,16775.9,4.73,,
6749,28-01-2024 11:15,48.26,95.1,16780.1,4.95,,
6750,28-01-2024 11:20,49.3,99.3,16784.3,5.17,,
6751,28-01-2024 11:25,51.15,103.5,16788.5,5.39,,
6752,28-01-2024 11:30,52.25,107.7,16792.7,5.61,,
6753,28-01-2024 11:35,52.52,112.2,16797.2,5.84,,
6754,28-01-2024 11:40,50.21,116.4,16801.4,6.06,,
6755,28-01-2024 11:45,53.69,120.7,16805.7,6.29,,
6756,28-01-2024 11:50,55.55,125.4,16810.4,6.53,,
6757,28-01-2024 11:55,51.49,129.9,16814.9,6.77,,
6758,28-01-2024 12:00,55.69,134.4,16819.4,7,,
6759,28-01-2024 12:05,51.24,138.9,16823.9,7.23,,
6760,28-01-2024 12:10,53.08,143.4,16828.4,7.47,,
6761,28-01-2024 12:15,55.32,147.8,16832.8,7.7,,
6762,28-01-2024 12:20,55.88,152.4,16837.4,7.94,,
6763,28-01-2024 12:25,55.42,157.1,16842.1,8.18,,
6764,28-01-2024 12:30,55.93,161.9,16846.9,8.43,,
6765,28-01-2024 12:35,53.37,166.4,16851.4,8.67,,
6766,28-01-2024 12:40,53.65,171.1,16856.1,8.91,,
6767,28-01-2024 12:45,51.74,175.4,16860.4,9.14,,
6768,28-01-2024 12:50,53.04,179.7,16864.7,9.36,,
6769,28-01-2024 12:55,53.98,184.2,16869.2,9.59,,
6770,28-01-2024 13:00,52.52,188.7,16873.7,9.83,,
6771,28-01-2024 13:05,52.79,193.1,16878.1,10.06,,
6772,28-01-2024 13:10,54.09,197.5,16882.5,10.29,,
6773,28-01-2024 13:15,53.68,202,16887,10.52,,
6774,28-01-2024 13:20,51.86,206.5,16891.5,10.76,,
6775,28-01-2024 13:25,54.17,210.9,16895.9,10.98,,
6776,28-01-2024 13:30,50.76,215.1,16900.1,11.2,,
6777,28-01-2024 13:35,50.42,219.5,16904.5,11.43,,
6778,28-01-2024 13:40,48.73,223.8,16908.8,11.66,,
6779,28-01-2024 13:45,51.83,228,16913,11.88,,
6780,28-01-2024 13:50,50.77,232.3,16917.3,12.1,,
6781,28-01-2024 13:55,52.33,236.6,16921.6,12.32,,
6782,28-01-2024 14:00,52.79,240.9,16925.9,12.55,,
6783,28-01-2024 14:05,48.51,245.4,16930.4,12.78,,
6784,28-01-2024 14:10,50.19,249.4,16934.4,12.99,,
6785,28-01-2024 14:15,46.71,253.3,16938.3,13.19,,
6786,28-01-2024 14:20,45.03,257.2,16942.2,13.4,,
6787,28-01-2024 14:25,44.35,261,16946,13.59,,
6788,28-01-2024 14:30,40.74,264.8,16949.8,13.79,,
6789,28-01-2024 14:35,41.96,268,16953,13.96,,
6790,28-01-2024 14:40,43.77,271.7,16956.7,14.15,,
6791,28-01-2024 14:45,42.46,275.4,16960.4,14.34,,
6792,28-01-2024 14:50,41.29,279,16964,14.53,,
6793,28-01-2024 14:55,40.44,282.4,16967.4,14.71,,
6794,28-01-2024 15:00,41.82,285.8,16970.8,14.89,,
6795,28-01-2024 15:05,40.84,289.2,16974.2,15.06,,
6796,28-01-2024 15:10,37.08,292.4,16977.4,15.23,,
6797,28-01-2024 15:15,36.56,295.6,16980.6,15.4,,
6798,28-01-2024 15:20,34.24,298.5,16983.5,15.55,,
6799,28-01-2024 15:25,34.3,301.3,16986.3,15.69,,
6800,28-01-2024 15:30,32.53,304.1,16989.1,15.84,,
6801,28-01-2024 15:35,30.45,306.9,16991.9,15.98,,
6802,28-01-2024 15:40,28.08,309.4,16994.4,16.11,,
6803,28-01-2024 15:45,24.66,311.5,16996.5,16.22,,
6804,28-01-2024 15:50,26.65,313.8,16998.8,16.34,,
6805,28-01-2024 15:55,25.2,315.9,17000.9,16.45,,
6806,28-01-2024 16:00,25.33,318.1,17003.1,16.57,,
6807,28-01-2024 16:05,23.38,320.2,17005.2,16.68,,
6808,28-01-2024 16:10,15.44,321.8,17006.8,16.76,,
6809,28-01-2024 16:15,12.96,323,17008,16.82,,
6810,28-01-2024 16:20,16.51,324.2,17009.2,16.89,,
6811,28-01-2024 16:25,20.3,325.6,17010.6,16.96,,
6812,28-01-2024 16:30,20.13,327.3,17012.3,17.05,,
6813,28-01-2024 16:35,16.8,328.9,17013.9,17.13,,
6814,28-01-2024 16:40,15.66,330.2,17015.2,17.2,,
6815,28-01-2024 16:45,14.91,331.6,17016.6,17.27,,
6816,28-01-2024 16:50,11.9,332.5,17017.5,17.32,,
6817,28-01-2024 16:55,10.43,333.4,17018.4,17.36,,
6818,28-01-2024 17:00,11.71,334.4,17019.4,17.42,,
6819,28-01-2024 17:05,12.44,335.5,17020.5,17.47,,
6820,28-01-2024 17:10,12.14,336.5,17021.5,17.53,,
6821,28-01-2024 17:15,10.74,337.4,17022.4,17.57,,
6822,28-01-2024 17:20,9.27,338.3,17023.3,17.62,,
6823,28-01-2024 17:25,7.73,339.1,17024.1,17.66,,
6824,28-01-2024 17:30,7.09,339.6,17024.6,17.69,,
6825,28-01-2024 17:35,6.35,340.2,17025.2,17.72,,
6826,28-01-2024 17:40,5.51,340.6,17025.6,17.74,,
6827,28-01-2024 17:45,4.42,341,17026,17.76,,
6828,28-01-2024 17:50,3.3,341.4,17026.4,17.78,,
6829,28-01-2024 17:55,2.75,341.7,17026.7,17.8,,
6830,28-01-2024 18:00,1.71,341.8,17026.8,17.8,,
6831,28-01-2024 18:05,1.43,341.9,17026.9,17.81,,
6832,28-01-2024 18:10,0.88,342.1,17027.1,17.82,,
6833,28-01-2024 18:15,0.51,342.1,17027.1,17.82,,
6834,28-01-2024 18:20,0.29,342.2,17027.2,17.82,,
6835,28-01-2024 18:25,0.02,342.2,17027.2,17.82,,
6836,28-01-2024 18:30,0.02,342.2,17027.2,17.82,,
6837,28-01-2024 18:35,0.01,342.2,17027.2,17.82,,
6838,28-01-2024 18:40,0.01,342.2,17027.2,17.82,,
6839,28-01-2024 18:45,0.01,342.2,17027.2,17.82,,
6840,28-01-2024 18:50,0.01,342.2,17027.2,17.82,,
6841,28-01-2024 18:55,0,342.2,17027.2,17.82,,
6842,29-01-2024 06:00,0,0,17027.2,0,,
6843,29-01-2024 06:05,0,0,17027.2,0,,
6844,29-01-2024 06:10,0,0,17027.2,0,,
6845,29-01-2024 06:15,0,0,17027.2,0,,
6846,29-01-2024 06:20,0,0,17027.2,0,,
6847,29-01-2024 06:25,0,0,17027.2,0,,
6848,29-01-2024 06:30,0,0,17027.2,0,,
6849,29-01-2024 06:35,0,0,17027.2,0,,
6850,29-01-2024 06:40,0,0,17027.2,0,,
6851,29-01-2024 06:45,0,0,17027.2,0,,
6852,29-01-2024 06:50,0,0,17027.2,0,,
6853,29-01-2024 06:55,0,0,17027.2,0,,
6854,29-01-2024 07:00,0,0,17027.2,0,,
6855,29-01-2024 07:05,0,0,17027.2,0,,
6856,29-01-2024 07:10,0,0,17027.2,0,,
6857,29-01-2024 07:15,0.2,0,17027.2,0,,
6858,29-01-2024 07:20,0.57,0,17027.2,0,,
6859,29-01-2024 07:25,1.05,0,17027.2,0,,
6860,29-01-2024 07:30,1.24,0.1,17027.3,0.01,,
6861,29-01-2024 07:35,1.76,0.2,17027.4,0.01,,
6862,29-01-2024 07:40,2.15,0.4,17027.6,0.02,,
6863,29-01-2024 07:45,2.82,0.5,17027.7,0.03,,
6864,29-01-2024 07:50,3.65,0.8,17028,0.04,,
6865,29-01-2024 07:55,4.78,1.1,17028.3,0.06,,
6866,29-01-2024 08:00,5.74,1.7,17028.9,0.09,,
6867,29-01-2024 08:05,5.82,2.1,17029.3,0.11,,
6868,29-01-2024 08:10,7.34,2.8,17030,0.15,,
6869,29-01-2024 08:15,8.7,3.3,17030.5,0.17,,
6870,29-01-2024 08:20,10.4,4.1,17031.3,0.21,,
6871,29-01-2024 08:25,10.02,5,17032.2,0.26,,
6872,29-01-2024 08:30,11.28,5.9,17033.1,0.31,,
6873,29-01-2024 08:35,13.31,7.2,17034.4,0.38,,
6874,29-01-2024 08:40,12.3,8.1,17035.3,0.42,,
6875,29-01-2024 08:45,13.44,9.1,17036.3,0.47,,
6876,29-01-2024 08:50,16.13,10.4,17037.6,0.54,,
6877,29-01-2024 08:55,16.63,11.8,17039,0.61,,
6878,29-01-2024 09:00,19.11,13.4,17040.6,0.7,,
6879,29-01-2024 09:05,18.63,14.9,17042.1,0.78,,
6880,29-01-2024 09:10,23.16,16.7,17043.9,0.87,,
6881,29-01-2024 09:15,20.79,18.4,17045.6,0.96,,
